timestamp,open,high,low,close,volume
2025-12-16T23:33:50.000Z,1.691e-06,1.691e-06,1.691e-06,1.691e-06,0.002315174
2025-12-16T23:36:20.000Z,1.691e-06,1.691e-06,1.691e-06,1.691e-06,1.233916768
2025-12-16T23:37:50.000Z,1.669e-06,1.669e-06,1.669e-06,1.669e-06,0.050891565
2025-12-16T23:40:20.000Z,1.67e-06,1.67e-06,1.67e-06,1.67e-06,1.480978048
2025-12-16T23:41:40.000Z,1.645e-06,1.645e-06,1.645e-06,1.645e-06,0.147285895
2025-12-16T23:42:30.000Z,1.642e-06,1.642e-06,1.642e-06,1.642e-06,0.029387872
2025-12-16T23:42:50.000Z,1.642e-06,1.642e-06,1.642e-06,1.642e-06,0.098699597
2025-12-16T23:44:10.000Z,1.643e-06,1.643e-06,1.643e-06,1.643e-06,4.109594106
2025-12-16T23:46:10.000Z,1.574e-06,1.574e-06,1.574e-06,1.574e-06,0.295780174
2025-12-16T23:46:20.000Z,1.579e-06,1.579e-06,1.579e-06,1.579e-06,0.049362431
2025-12-16T23:47:40.000Z,1.58e-06,1.58e-06,1.58e-06,1.58e-06,0.380274395
2025-12-16T23:48:50.000Z,1.698e-06,1.698e-06,1.698e-06,1.698e-06,1.882412657
2025-12-16T23:49:00.000Z,1.732e-06,1.778e-06,1.732e-06,1.778e-06,5.528407372
2025-12-16T23:49:50.000Z,1.751e-06,1.751e-06,1.751e-06,1.751e-06,0.007627929
2025-12-16T23:50:30.000Z,1.751e-06,1.751e-06,1.751e-06,1.751e-06,0.266758252
2025-12-16T23:50:40.000Z,1.756e-06,1.756e-06,1.756e-06,1.756e-06,2.049278003
2025-12-16T23:50:50.000Z,1.72e-06,1.72e-06,1.72e-06,1.72e-06,1.419055257
2025-12-16T23:51:20.000Z,1.695e-06,1.695e-06,1.695e-06,1.695e-06,0.330943666
2025-12-16T23:51:50.000Z,1.689e-06,1.689e-06,1.689e-06,1.689e-06,0.064415171
2025-12-16T23:52:40.000Z,1.688e-06,1.688e-06,1.571e-06,1.571e-06,7.307016388
2025-12-16T23:53:30.000Z,1.566e-06,1.566e-06,1.566e-06,1.566e-06,0.049362379
2025-12-16T23:54:30.000Z,1.57e-06,1.57e-06,1.57e-06,1.57e-06,0.323940021
2025-12-16T23:54:40.000Z,1.587e-06,1.587e-06,1.575e-06,1.575e-06,0.877045828
2025-12-16T23:56:00.000Z,1.59e-06,1.59e-06,1.59e-06,1.59e-06,0.18199476
2025-12-17T00:00:00.000Z,1.587e-06,1.587e-06,1.587e-06,1.587e-06,0.397670612
2025-12-17T00:01:20.000Z,1.58e-06,1.58e-06,1.58e-06,1.58e-06,0.347083645
2025-12-17T00:04:20.000Z,1.577e-06,1.577e-06,1.517e-06,1.521e-06,5.492692689
2025-12-17T00:04:30.000Z,1.528e-06,1.528e-06,1.528e-06,1.528e-06,0.049362213
2025-12-17T00:05:00.000Z,1.528e-06,1.528e-06,1.528e-06,1.528e-06,0.511336454
2025-12-17T00:05:30.000Z,1.52e-06,1.52e-06,1.52e-06,1.52e-06,0.05710752
2025-12-17T00:06:10.000Z,1.521e-06,1.521e-06,1.52e-06,1.52e-06,0.08267284
2025-12-17T00:07:00.000Z,1.522e-06,1.522e-06,1.522e-06,1.522e-06,0.82460973
2025-12-17T00:07:40.000Z,1.536e-06,1.536e-06,1.536e-06,1.536e-06,2.192007783
2025-12-17T00:08:20.000Z,1.574e-06,1.574e-06,1.574e-06,1.574e-06,0.557838184
2025-12-17T00:10:50.000Z,1.583e-06,1.583e-06,1.583e-06,1.583e-06,0.289411974
2025-12-17T00:11:10.000Z,1.578e-06,1.758e-06,1.578e-06,1.755e-06,10.19075955
2025-12-17T00:11:30.000Z,1.75e-06,1.75e-06,1.75e-06,1.75e-06,0.527726105
2025-12-17T00:11:40.000Z,1.729e-06,1.74e-06,1.729e-06,1.74e-06,0.630841497
2025-12-17T00:12:00.000Z,1.729e-06,1.729e-06,1.717e-06,1.717e-06,1.358750745
2025-12-17T00:13:20.000Z,1.729e-06,1.729e-06,1.729e-06,1.729e-06,0.170891548
2025-12-17T00:14:50.000Z,1.726e-06,1.726e-06,1.726e-06,1.726e-06,0.937186308
2025-12-17T00:15:00.000Z,1.71e-06,1.71e-06,1.71e-06,1.71e-06,0.713927288
2025-12-17T00:16:10.000Z,1.723e-06,1.723e-06,1.723e-06,1.723e-06,0.227540333
2025-12-17T00:18:00.000Z,1.72e-06,1.72e-06,1.72e-06,1.72e-06,0.034874106
2025-12-17T00:19:00.000Z,1.72e-06,1.72e-06,1.72e-06,1.72e-06,2.175424629
2025-12-17T00:20:10.000Z,1.682e-06,1.682e-06,1.682e-06,1.682e-06,1.423596515
2025-12-17T00:20:20.000Z,1.657e-06,1.657e-06,1.657e-06,1.657e-06,0.214855653
2025-12-17T00:20:30.000Z,1.653e-06,1.653e-06,1.653e-06,1.653e-06,0.360693004
2025-12-17T00:20:50.000Z,1.659e-06,1.659e-06,1.659e-06,1.659e-06,2.367959541
2025-12-17T00:21:40.000Z,1.62e-06,1.62e-06,1.62e-06,1.62e-06,0.712250435
2025-12-17T00:22:00.000Z,1.633e-06,1.64e-06,1.633e-06,1.64e-06,0.530384258
2025-12-17T00:22:40.000Z,1.642e-06,1.642e-06,1.642e-06,1.642e-06,0.151820733
2025-12-17T00:30:20.000Z,1.672e-06,1.672e-06,1.672e-06,1.672e-06,0.253695304
2025-12-17T00:32:00.000Z,1.763e-06,1.763e-06,1.763e-06,1.763e-06,3.232559275
2025-12-17T00:32:10.000Z,1.813e-06,1.827e-06,1.813e-06,1.827e-06,2.2443457
2025-12-17T00:32:20.000Z,1.818e-06,1.818e-06,1.818e-06,1.818e-06,0.021416893
2025-12-17T00:33:00.000Z,1.822e-06,1.836e-06,1.822e-06,1.836e-06,0.883612367
2025-12-17T00:33:30.000Z,1.833e-06,1.878e-06,1.833e-06,1.878e-06,2.839070406
2025-12-17T00:33:40.000Z,1.881e-06,1.881e-06,1.877e-06,1.877e-06,0.341564314
2025-12-17T00:34:00.000Z,1.889e-06,1.889e-06,1.889e-06,1.889e-06,1.492977997
2025-12-17T00:34:10.000Z,1.862e-06,1.862e-06,1.862e-06,1.862e-06,0.349759476
2025-12-17T00:35:30.000Z,1.855e-06,1.855e-06,1.855e-06,1.855e-06,0.147112426
2025-12-17T00:35:40.000Z,1.858e-06,1.858e-06,1.858e-06,1.858e-06,0.038137439
2025-12-17T00:36:10.000Z,1.859e-06,1.859e-06,1.859e-06,1.859e-06,2.196874029
2025-12-17T00:36:20.000Z,1.9e-06,1.9e-06,1.9e-06,1.9e-06,0.608275076
2025-12-17T00:38:20.000Z,1.889e-06,1.889e-06,1.889e-06,1.889e-06,1.540375225
2025-12-17T00:38:40.000Z,1.918e-06,1.918e-06,1.918e-06,1.918e-06,0.745204019
2025-12-17T00:39:30.000Z,1.937e-06,1.937e-06,1.937e-06,1.937e-06,0.758960628
2025-12-17T00:39:40.000Z,1.951e-06,1.951e-06,1.951e-06,1.951e-06,0.493133195
2025-12-17T00:40:20.000Z,1.96e-06,1.96e-06,1.96e-06,1.96e-06,0.076800415
2025-12-17T00:40:30.000Z,1.98e-06,1.98e-06,1.98e-06,1.98e-06,0.005645919
2025-12-17T00:40:50.000Z,1.98e-06,1.98e-06,1.98e-06,1.98e-06,0.160454685
2025-12-17T00:41:30.000Z,1.982e-06,1.982e-06,1.982e-06,1.982e-06,0.098016032
2025-12-17T00:41:50.000Z,1.984e-06,1.984e-06,1.984e-06,1.984e-06,0.745923328
2025-12-17T00:42:20.000Z,1.998e-06,1.998e-06,1.998e-06,1.998e-06,0.261207793
2025-12-17T00:42:30.000Z,1.991e-06,1.991e-06,1.991e-06,1.991e-06,0.166583309
2025-12-17T00:42:40.000Z,1.99e-06,1.99e-06,1.947e-06,1.947e-06,2.396758821
2025-12-17T00:42:50.000Z,1.945e-06,1.945e-06,1.945e-06,1.945e-06,2.074200837
2025-12-17T00:43:00.000Z,1.985e-06,1.985e-06,1.985e-06,1.985e-06,2.291971608
2025-12-17T00:43:50.000Z,1.943e-06,1.943e-06,1.943e-06,1.943e-06,4.523251547
2025-12-17T00:44:40.000Z,1.86e-06,1.86e-06,1.86e-06,1.86e-06,0.343973744
2025-12-17T00:45:10.000Z,1.854e-06,1.854e-06,1.854e-06,1.854e-06,1.178068518
2025-12-17T00:45:30.000Z,1.876e-06,1.876e-06,1.876e-06,1.876e-06,0.590775673
2025-12-17T00:46:40.000Z,1.887e-06,1.887e-06,1.887e-06,1.887e-06,2.439084413
2025-12-17T00:47:00.000Z,1.933e-06,1.933e-06,1.933e-06,1.933e-06,0.295826478
2025-12-17T00:47:20.000Z,1.938e-06,1.938e-06,1.938e-06,1.938e-06,1.580963764
2025-12-17T00:47:30.000Z,1.909e-06,1.909e-06,1.909e-06,1.909e-06,2.650557782
2025-12-17T00:48:40.000Z,1.86e-06,1.86e-06,1.86e-06,1.86e-06,0.147519175
2025-12-17T00:51:00.000Z,1.848e-06,1.848e-06,1.848e-06,1.848e-06,1.007615585
2025-12-17T00:53:50.000Z,1.839e-06,1.839e-06,1.839e-06,1.839e-06,0.0119488
2025-12-17T00:54:20.000Z,1.839e-06,1.839e-06,1.839e-06,1.839e-06,2.321290799
2025-12-17T00:56:10.000Z,1.882e-06,1.882e-06,1.882e-06,1.882e-06,2.319228198
2025-12-17T00:58:00.000Z,1.926e-06,1.926e-06,1.926e-06,1.926e-06,1.634448851
2025-12-17T00:58:20.000Z,1.896e-06,1.925e-06,1.896e-06,1.925e-06,4.632187214
2025-12-17T00:58:40.000Z,1.985e-06,1.985e-06,1.985e-06,1.985e-06,0.158499734
2025-12-17T01:00:10.000Z,1.982e-06,1.982e-06,1.982e-06,1.982e-06,0.993234798
